Rank,Name1,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
 A2159,Star Soldier,NES,1986,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96
 A2160,Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.33,0,0.09,0.96
 A2161,Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.34,0.2,0.13,0.96
 A2162,NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0,0.12,0.96
 A2163,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,2012,Role-Playing,Square Enix,0,0,0.96,0,0.96
 A2164,My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0,0.11,0.96
 A2165,Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.33,0.09,0.12,0.96
 A2166,Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Action,Capcom,0.39,0,0.53,0.03,0.96
 A2167,Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96
 A2168,Mortal Kombat: Deadly Alliance,XB,2002,Fighting,Midway Games,0.77,0.15,0,0.04,0.96
 A2169,The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0,0.15,0.96
 A2170,PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.96
 A2171,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.33,0.15,0.15,0.96
 A2172,LEGO Jurassic World,X360,2015,Action,Warner Bros. Interactive Entertainment,0.47,0.4,0,0.08,0.95
 A2173,ESPN NBA 2K5,XB,2004,Sports,Global Star,0.88,0.04,0,0.04,0.95
 A2174,Wheel of Fortune,PS2,N/A,Misc,Unknown,0.47,0.36,0,0.12,0.95
 A2175,World Championship Poker,PS2,2004,Misc,Play It,0.8,0.03,0,0.13,0.95
 A2176,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0,0.14,0.95
 A2177,SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,THQ,0.74,0.19,0,0.03,0.95
 A2178,South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.57,0.3,0,0.08,0.95
 A2179,Ben 10: Alien Force,DS,2008,Action,Koch Media,0.65,0.22,0,0.09,0.95
 A2180,SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.51,0,0.17,0.95
 A2181,Cars 2,Wii,2011,Racing,Disney Interactive Studios,0.46,0.39,0,0.1,0.95
 A2182,Wild ARMs,PS,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95
 A2183,Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95
 A2184,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2003,Misc,Konami Digital Entertainment,0.68,0.25,0,0.02,0.95
 A2185,NCAA Football 2000,PS,1999,Sports,Electronic Arts,0.53,0.36,0,0.06,0.95
 A2186,Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.28,0,0.13,0.95
 A2187,Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.39,0.4,0,0.16,0.95
 A2188,Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.41,0.43,0,0.1,0.95
 A2189,Evolve,PS4,2015,Shooter,Take-Two Interactive,0.35,0.41,0.05,0.15,0.95
 A2190,WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.31,0.01,0.13,0.95
 A2191,Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0,0.08,0.95
 A2192,Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.7,0.17,0,0.08,0.95
 A2193,Lego Batman 3: Beyond Gotham,X360,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.38,0,0.08,0.95
 A2194,Wii Play: Motion,Wii,2011,Misc,Nintendo,0.24,0.43,0.18,0.09,0.95
 A2195,Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94
 A2196,The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.27,0.5,0,0.17,0.94
 A2197,Colin McRae Rally 04,PS2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94
 A2198,Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.07,0.94
 A2199,The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0,0.03,0.94
 A2200,Rocksmith 2014,X360,2013,Misc,Ubisoft,0.69,0.17,0,0.08,0.94
 A2201,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,Misc,GT Interactive,0.52,0.36,0,0.06,0.94
 A2202,Cars,Wii,2006,Racing,THQ,0.83,0.04,0,0.07,0.94
 A2203,Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0,0.13,0.94
 A2204,Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0,0.12,0.94
 A2205,Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.29,0.33,0.05,0.94
 A2206,The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,0.94
 A2207,Bayonetta,X360,2009,Action,Sega,0.51,0.26,0.09,0.08,0.94
 A2208,Destroy All Humans!,PS2,2005,Shooter,THQ,0.78,0.03,0,0.13,0.94
 A2209,MVP Baseball 2005,XB,2005,Sports,Electronic Arts,0.7,0.2,0,0.03,0.94
 A2210,SaGa Frontier 2,PS,1999,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94
 A2211,NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0,0,0.07,0.94
 A2212,MLB 2000,PS,1999,Sports,Sony Computer Entertainment,0.52,0.35,0,0.06,0.94
 A2213,The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.48,0.3,0.08,0.08,0.94
 A2214,Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94
 A2215,Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0,0.04,0.94
 A2216,Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94
 A2217,Hot Shots Golf Fore!,PS2,2003,Sports,Sony Computer Entertainment,0.46,0.36,0,0.12,0.94
 A2218,MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94
 A2219,NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93
 A2220,Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93
 A2221,Nickelodeon Fit,Wii,2010,Sports,Take-Two Interactive,0.78,0.09,0,0.06,0.93
 A2222,Buzz! Quiz World,PS3,2009,Misc,Sony Computer Entertainment,0.16,0.58,0,0.2,0.93
 A2223,Bentley's Hackpack,GBA,2005,Misc,N/A,0.67,0.25,0,0.02,0.93
 A2224,Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,0.59,0.3,0,0.04,0.93
 A2225,Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0,0.11,0.93
 A2226,EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,0.29,0.52,0.02,0.11,0.93
 A2227,White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93
 A2228,SSX,PS3,2012,Sports,Electronic Arts,0.35,0.42,0.02,0.14,0.93
 A2229,Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.5,0.32,0.02,0.1,0.93
 A2230,LEGO Jurassic World,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.34,0.44,0,0.15,0.93
 A2231,Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93
 A2232,Crash City Mayhem,GBA,2004,Racing,THQ,0.67,0.25,0,0.02,0.93
 A2233,Spider-Man,2600,1981,Action,Parker Bros.,0.87,0.05,0,0.01,0.93
 A2234,Mega Man 4,NES,1991,Platform,Capcom,0.51,0.09,0.32,0.01,0.93
 A2235,Castlevania II: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0,0.93
 A2236,Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,0.71,0.2,0,0.01,0.93
 A2237,Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,0.67,0.25,0,0.02,0.93
 A2238,MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93
 A2239,Skylanders: Trap Team,X360,2014,Action,Activision,0.54,0.31,0,0.08,0.93
 A2240,Cars,GC,2006,Racing,THQ,0.72,0.19,0,0.03,0.93
 A2241,Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93
 A2242,Inazuma Eleven 3,DS,2010,Role-Playing,Level 5,0,0,0.93,0,0.93
 A2243,Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,0.47,0.22,0.16,0.07,0.93
 A2244,SnoCross Championship Racing,PS,1999,Racing,Ubisoft,0.52,0.35,0,0.06,0.93
 A2245,Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0,0.12,0.92
 A2246,Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92
 A2247,Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.33,0.21,0.08,0.92
 A2248,007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0,0.06,0.92
 A2249,NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92
 A2250,NHL 98,PS,1997,Sports,Electronic Arts,0.51,0.35,0,0.06,0.92
 A2251,FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.65,0,0.1,0.92
 A2252,EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.28,0,0.12,0.92
 A2253,SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0,0.16,0.92
 A2254,WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.58,0.26,0,0.08,0.92
 A2255,Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92
 A2256,Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0,0,0.05,0.92
 A2257,Space Jam,PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0,0.06,0.92
 A2258,Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0,0.09,0.92
 A2259,Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,0.63,0.27,0,0.02,0.92
 A2260,Balloon Fight,NES,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92
 A2261,Assassin's Creed,PC,2008,Adventure,Ubisoft,0.01,0.83,0,0.08,0.92
 A2262,Disney Magical World,3DS,2013,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92
 A2263,Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92
 A2264,Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.39,0,0.15,0.92
 A2265,Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.14,0.46,0.06,0.92
 A2266,The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.39,0.12,0.14,0.92
 A2267,MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.86,0,0,0.06,0.92
 A2268,Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0,0.03,0.92
 A2269,Starsky & Hutch,PS2,2003,Racing,Empire Interactive,0.45,0.35,0,0.12,0.92
 A2270,Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92
 A2271,Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92
 A2272,MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.67,0.08,0,0.17,0.92
 A2273,Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.92
 A2274,Homefront,PS3,2011,Shooter,THQ,0.32,0.4,0.04,0.15,0.91
 A2275,AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.85,0,0,0.07,0.91
 A2276,Street Hoops,PS2,2002,Sports,Activision,0.45,0.35,0,0.12,0.91
 A2277,Avatar: The Game,PS3,2009,Action,Ubisoft,0.32,0.43,0,0.16,0.91
 A2278,Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.29,0.05,0.91
 A2279,Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91
 A2280,Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0,0.12,0.91
 A2281,Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91
 A2282,LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.3,0,0.13,0.91
 A2283,Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91
 A2284,Glover,N64,1998,Platform,Hasbro Interactive,0.72,0.17,0,0.01,0.91
 A2285,MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.26,0,0.12,0.91
 A2286,Minecraft: Story Mode,X360,2015,Adventure,Mojang,0.46,0.38,0,0.08,0.91
 A2287,Namco Museum,XB,N/A,Misc,Unknown,0.77,0.11,0,0.04,0.91
 A2288,Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.91
 A2289,Call of Duty: World at War,DS,2008,Shooter,Activision,0.57,0.26,0,0.08,0.91
 A2290,Super Momotarou Dentetsu III,SNES,1994,Simulation,Hudson Soft,0,0,0.91,0,0.91
 A2291,Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0,0.04,0.91
 A2292,DJ Hero,PS3,2009,Misc,Activision,0.42,0.34,0,0.14,0.91
 A2293,Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.55,0.28,0,0.07,0.91
 A2294,The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.37,0,0.15,0.91
 A2295,Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9
 A2296,Rhythm Heaven,Wii,N/A,Misc,Unknown,0.13,0,0.77,0.01,0.9
 A2297,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,Racing,ASCII Entertainment,0,0,0.9,0,0.9
 A2298,MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0,0.12,0.9
 A2299,SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,Sony Computer Entertainment,0.66,0.12,0.04,0.08,0.9
 A2300,Burnout Revenge,PS2,2005,Racing,Electronic Arts,0.75,0.03,0,0.12,0.9
 A2301,Buzz! Quiz TV,PS3,2008,Misc,Sony Computer Entertainment,0.28,0.48,0,0.14,0.9
 A2302,We Ski & Snowboard,Wii,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.9
 A2303,Destruction Derby,PS,1995,Racing,Psygnosis,0.5,0.34,0,0.06,0.9
 A2304,TouchMaster 2,DS,2008,Puzzle,Midway Games,0.3,0.49,0,0.1,0.9
 A2305,Crysis 3,PS3,2013,Shooter,Electronic Arts,0.26,0.43,0.03,0.18,0.9
 A2306,3Xtreme,PS,1999,Action,989 Studios,0.5,0.34,0,0.06,0.9
 A2307,Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9
 A2308,Sonic Heroes,XB,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9
 A2309,Resistance: Retribution,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.36,0.05,0.22,0.9
 A2310,Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.26,0,0.12,0.9
 A2311,Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.51,0.29,0,0.09,0.9
 A2312,Madden NFL 99,N64,1998,Sports,Electronic Arts,0.84,0.05,0,0.01,0.9
 A2313,Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9
 A2314,James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,0.65,0.22,0,0.03,0.9
 A2315,Samba De Amigo,Wii,2008,Misc,Sega,0.42,0.37,0.01,0.1,0.9
 A2316,The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.48,0,0.09,0.9
 A2317,Pure,PS3,2008,Racing,Disney Interactive Studios,0.42,0.33,0,0.14,0.9
 A2318,FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.29,0.52,0,0.09,0.9
 A2319,Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.84,0,0,0.06,0.9
 A2320,LittleBigPlanet Karting,PS3,2012,Action,Sony Computer Entertainment,0.42,0.32,0.01,0.15,0.9
 A2321,X-Men Legends,XB,2004,Role-Playing,Activision,0.62,0.24,0,0.04,0.9
 A2322,NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0.05,0,0.04,0.9
 A2323,Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,0.44,0.34,0,0.11,0.9
 A2324,The Biggest Loser: Ultimate Workout,X360,2010,Sports,THQ,0.73,0.1,0,0.06,0.9
 A2325,Madagascar,GBA,2005,Platform,Activision,0.62,0.24,0,0.03,0.89
 A2326,Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89
 A2327,Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.28,0,0.18,0.89
 A2328,Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.82,0.01,0,0.07,0.89
 A2329,Blitz: The League,PS2,2005,Sports,Unknown,0.74,0.03,0,0.12,0.89
 A2330,LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.01,0.14,0.89
 A2331,Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89
 A2332,Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.51,0.29,0.01,0.09,0.89
 A2333,Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0,0.12,0.89
 A2334,Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89
 A2335,The Jak and Daxter Collection,PS3,2012,Platform,Sony Computer Entertainment,0.6,0.19,0,0.1,0.89
 A2336,Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89
 A2337,Pokemon Card GB2: Here Comes Team GR!,GB,2001,Strategy,Nintendo,0,0,0.89,0,0.89
 A2338,Finding Nemo,GC,2003,Action,THQ,0.69,0.18,0,0.02,0.89
 A2339,CSI: Hard Evidence,Wii,2008,Adventure,Ubisoft,0.36,0.43,0,0.1,0.89
 A2340,Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89
 A2341,F1 2009,Wii,2009,Racing,Codemasters,0.15,0.63,0,0.11,0.89
 A2342,NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0,0.11,0.89
 A2343,EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.28,0.47,0,0.14,0.89
 A2344,Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,0.21,0.13,0.46,0.08,0.89
 A2345,LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89
 A2346,F1 2010,X360,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.89
 A2347,Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.81,0,0.01,0.07,0.89
 A2348,Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0,0.09,0.89
 A2349,Wii Fit U,WiiU,2013,Sports,Nintendo,0.39,0.24,0.21,0.06,0.89
 A2350,Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89
 A2351,Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.6,0.21,0,0.08,0.89
 A2352,MLB 2001,PS,2000,Sports,Sony Computer Entertainment,0.49,0.34,0,0.06,0.89
 A2353,SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment,0,0.68,0,0.2,0.89
 A2354,Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,0,0,0.89,0,0.89
 A2355,Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88
 A2356,WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.44,0.36,0,0.08,0.88
 A2357,Sleeping Dogs,X360,2012,Action,Square Enix,0.38,0.41,0.01,0.08,0.88
 A2358,Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0,0.08,0.88
 A2359,Peppa Pig: The Game,DS,2008,Misc,Pinnacle,0,0.82,0,0.06,0.88
 A2360,Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,0.62,0.2,0,0.07,0.88
 A2361,Ghostbusters: The Video Game,Wii,2009,Action,Atari,0.6,0.21,0,0.08,0.88
 A2362,Rock Band 3,X360,2010,Misc,MTV Games,0.73,0.1,0,0.06,0.88
 A2363,Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88
 A2364,NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0,0.11,0.88
 A2365,Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.32,0.06,0,0.5,0.88
 A2366,Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.47,0.22,0.12,0.07,0.88
 A2367,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,CTO SpA,0.49,0.33,0,0.06,0.88
 A2368,Just Cause 3,XOne,2015,Action,Square Enix,0.42,0.38,0,0.07,0.88
 A2369,Metal Gear Ac!d,PSP,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.88
 A2370,Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,0.51,0.28,0.01,0.08,0.88
 A2371,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88
 A2372,ESPN NHL 2K5,PS2,2004,Sports,Global Star,0.43,0.33,0,0.11,0.88
 A2373,GRID,X360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.88
 A2374,Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.88
 A2375,Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,0.65,0.19,0,0.03,0.87
 A2376,Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.49,0.33,0,0.06,0.87
 A2377,Gex,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0,0.06,0.87
 A2378,NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0,0.06,0.87
 A2379,DiRT,X360,2007,Racing,Codemasters,0.38,0.4,0,0.09,0.87
 A2380,Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,0,0,0.87,0,0.87
 A2381,Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,0.71,0.11,0,0.06,0.87
 A2382,Red Faction: Guerrilla,X360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87
 A2383,Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,0.61,0.24,0,0.03,0.87
 A2384,Mercenaries 2: World in Flames,PS3,2008,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87
 A2385,Need for Speed: V-Rally,PS,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87
 A2386,Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,0.73,0.03,0,0.12,0.87
 A2387,Pictionary,Wii,2010,Puzzle,THQ,0.61,0.19,0,0.07,0.87
 A2388,NCAA Football 13,PS3,2012,Action,Electronic Arts,0.82,0,0,0.06,0.87
 A2389,Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87
 A2390,NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,0.48,0.33,0,0.06,0.87
 A2391,Beijing 2008,PS3,2008,Sports,Sega,0.14,0.54,0.01,0.18,0.87
 A2392,The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.46,0.31,0.02,0.09,0.87
 A2393,Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.72,0.03,0,0.12,0.87
 A2394,Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0,0.12,0.87
 A2395,NHL 2000,PS,1998,Sports,Electronic Arts,0.48,0.33,0,0.06,0.87
 A2396,Buzz! Master Quiz,PSP,2008,Misc,Sony Computer Entertainment,0.2,0.44,0,0.23,0.87
 A2397,Brothers in Arms: Hell's Highway,X360,2008,Shooter,Ubisoft,0.47,0.31,0,0.09,0.87
 A2398,Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,0.72,0.03,0,0.12,0.87
 A2399,Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios,0.59,0.2,0,0.08,0.87
 A2400,Scooby-Doo! First Frights,DS,2009,Action,Warner Bros. Interactive Entertainment,0.63,0.17,0,0.07,0.87
 A2401,Conflict: Desert Storm,XB,2002,Shooter,SCi,0.48,0.37,0,0.02,0.87
 A2402,Triple Play 2002,PS2,2002,Sports,Electronic Arts,0.43,0.33,0,0.11,0.87
 A2403,Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87
 A2404,Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.12,0.52,0,0.23,0.87
 A2405,Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87
 A2406,Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,0.47,0.32,0,0.08,0.87
 A2407,Enduro,2600,1982,Misc,Quelle,0.81,0.05,0,0.01,0.87
 A2408,Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,0.2,0.15,0.45,0.07,0.87
 A2409,SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0,0.18,0.87
 A2410,Monster Strike 3DS,3DS,2015,Action,"mixi, Inc",0,0,0.86,0,0.86
 A2411,Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.63,0,0.11,0.86
 A2412,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86
 A2413,Darksiders II,PS3,2012,Action,THQ,0.35,0.37,0.01,0.14,0.86
 A2414,Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.37,0,0.15,0.86
 A2415,The World Ends With You,DS,2007,Role-Playing,Square Enix,0.54,0.06,0.21,0.05,0.86
